sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
252266,21600801,4,12:00,nan,nan,83 - 66,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
252267,21600801,4,11:44,Harris 10' Pullup Jump Shot (12 PTS),nan,83 - 68,202699,Tobias Harris,DET,0,nan,nan,0,nan,nan,Made Shot ,nan
252268,21600801,4,11:28,nan,Mills 1' Driving Reverse Layup (2 PTS),85 - 68,201988,Patty Mills,SAS,0,nan,nan,0,nan,nan,Made Shot ,nan
252269,21600801,4,11:17,Johnson Traveling Turnover (P3.T10),nan,nan,1626169,Stanley Johnson,DET,0,nan,nan,0,nan,nan,Turnover ,Traveling
252270,21600801,4,11:04,nan,MISS Bertans 6' Jump Bank Shot,nan,202722,Davis Bertans,SAS,0,nan,nan,0,nan,nan,Missed Shot ,nan
252271,21600801,4,11:04,Smith REBOUND (Off:0 Def:3),nan,nan,202397,Ish Smith,DET,0,nan,nan,0,nan,nan,Rebound ,Unknown
252272,21600801,4,11:04,nan,Ginobili P.FOUL (P2.T1) (J.Goble),nan,1938,Manu Ginobili,SAS,202397,Ish Smith,DET,0,nan,nan,Foul ,Personal
252273,21600801,4,10:52,Smith 6' Pullup Jump Shot (15 PTS),nan,85 - 70,202397,Ish Smith,DET,0,nan,nan,0,nan,nan,Made Shot ,nan
252274,21600801,4,10:28,nan,MISS Mills  3PT Jump Shot,nan,201988,Patty Mills,SAS,0,nan,nan,0,nan,nan,Missed Shot ,nan
252275,21600801,4,10:27,nan,Aldridge REBOUND (Off:2 Def:5),nan,200746,LaMarcus Aldridge,SAS,0,nan,nan,0,nan,nan,Rebound ,Unknown
252276,21600801,4,10:25,Drummond STEAL (1 STL),Bertans Lost Ball Turnover (P2.T14),nan,202722,Davis Bertans,SAS,203083,Andre Drummond,DET,0,nan,nan,Turnover ,Lost Ball
252277,21600801,4,10:19,Drummond  Alley Oop Dunk (9 PTS) (Leuer 3 AST),nan,85 - 72,203083,Andre Drummond,DET,202720,Jon Leuer,DET,0,nan,nan,Made Shot ,nan
252278,21600801,4,10:07,Johnson P.FOUL (P2.T1) (C.Kirkland),nan,nan,1626169,Stanley Johnson,DET,200746,LaMarcus Aldridge,SAS,0,nan,nan,Foul ,Personal
252279,21600801,4,10:07,nan,SUB: Parker FOR Mills,nan,201988,Patty Mills,SAS,2225,Tony Parker,SAS,0,nan,nan,Substitution ,nan
252280,21600801,4,10:07,nan,SUB: Lee FOR Bertans,nan,202722,Davis Bertans,SAS,101135,David Lee,SAS,0,nan,nan,Substitution ,nan
252281,21600801,4,9:56,nan,Aldridge 17' Jump Shot (14 PTS) (Ginobili 2 AST),87 - 72,200746,LaMarcus Aldridge,SAS,1938,Manu Ginobili,SAS,0,nan,nan,Made Shot ,nan
252282,21600801,4,9:45,MISS Smith 17' Jump Shot,nan,nan,202397,Ish Smith,DET,0,nan,nan,0,nan,nan,Missed Shot ,nan
252283,21600801,4,9:45,nan,Aldridge REBOUND (Off:2 Def:6),nan,200746,LaMarcus Aldridge,SAS,0,nan,nan,0,nan,nan,Rebound ,Unknown
252284,21600801,4,9:32,nan,Aldridge 16' Jump Shot (16 PTS) (Parker 9 AST),89 - 72,200746,LaMarcus Aldridge,SAS,2225,Tony Parker,SAS,0,nan,nan,Made Shot ,nan
252285,21600801,4,9:27,PISTONS Timeout: Regular (Full 4 Short 0),nan,nan,1610612765,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Regular
252286,21600801,4,9:16,Leuer 16' Jump Shot (6 PTS) (Harris 1 AST),nan,89 - 74,202720,Jon Leuer,DET,202699,Tobias Harris,DET,0,nan,nan,Made Shot ,nan
252287,21600801,4,9:04,nan,Aldridge 17' Jump Shot (18 PTS) (Parker 10 AST),91 - 74,200746,LaMarcus Aldridge,SAS,2225,Tony Parker,SAS,0,nan,nan,Made Shot ,nan
252288,21600801,4,8:46,MISS Harris 8' Jump Shot,nan,nan,202699,Tobias Harris,DET,0,nan,nan,0,nan,nan,Missed Shot ,nan
252289,21600801,4,8:46,nan,Simmons REBOUND (Off:0 Def:2),nan,203613,Jonathon Simmons,SAS,0,nan,nan,0,nan,nan,Rebound ,Unknown
252290,21600801,4,8:21,nan,MISS Ginobili 27' 3PT Jump Shot,nan,1938,Manu Ginobili,SAS,0,nan,nan,0,nan,nan,Missed Shot ,nan
252291,21600801,4,8:21,Harris REBOUND (Off:0 Def:4),nan,nan,202699,Tobias Harris,DET,0,nan,nan,0,nan,nan,Rebound ,Unknown
252292,21600801,4,8:12,nan,Aldridge P.FOUL (P4.T2) (S.Wall),nan,200746,LaMarcus Aldridge,SAS,203083,Andre Drummond,DET,0,nan,nan,Foul ,Personal
252293,21600801,4,8:12,nan,SUB: Green FOR Ginobili,nan,1938,Manu Ginobili,SAS,201980,Danny Green,SAS,0,nan,nan,Substitution ,nan
252294,21600801,4,8:02,Johnson 25' 3PT Jump Shot (3 PTS) (Smith 4 AST),nan,91 - 77,1626169,Stanley Johnson,DET,202397,Ish Smith,DET,0,nan,nan,Made Shot ,nan
