sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
129554,21501037,4,12:00,nan,nan,82 - 90,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
129555,21501037,4,11:36,nan,MISS Henderson 7' Driving Bank Hook Shot,nan,201945,Gerald Henderson,POR,0,nan,nan,0,nan,nan,Missed Shot ,nan
129556,21501037,4,11:35,Nowitzki REBOUND (Off:0 Def:5),nan,nan,1717,Dirk Nowitzki,DAL,0,nan,nan,0,nan,nan,Rebound ,Unknown
129557,21501037,4,11:26,MISS Matthews  3PT Jump Shot,nan,nan,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
129558,21501037,4,11:25,nan,Harkless REBOUND (Off:0 Def:3),nan,203090,Maurice Harkless,POR,0,nan,nan,0,nan,nan,Rebound ,Unknown
129559,21501037,4,11:18,nan,McCollum 2' Driving Layup (14 PTS),84 - 90,203468,CJ McCollum,POR,0,nan,nan,0,nan,nan,Made Shot ,nan
129560,21501037,4,11:01,Nowitzki 18' Jump Shot (30 PTS) (Lee 2 AST),nan,84 - 92,1717,Dirk Nowitzki,DAL,101135,David Lee,DAL,0,nan,nan,Made Shot ,nan
129561,21501037,4,10:46,nan,Crabbe 24' 3PT Jump Shot (13 PTS) (McCollum 7 AST),87 - 92,203459,Allen Crabbe,POR,203468,CJ McCollum,POR,0,nan,nan,Made Shot ,nan
129562,21501037,4,10:32,nan,Harkless P.FOUL (P3.T1) (S.Corbin),nan,203090,Maurice Harkless,POR,1717,Dirk Nowitzki,DAL,0,nan,nan,Foul ,Personal
129563,21501037,4,10:32,nan,SUB: Lillard FOR Henderson,nan,201945,Gerald Henderson,POR,203081,Damian Lillard,POR,0,nan,nan,Substitution ,nan
129564,21501037,4,10:32,nan,SUB: Aminu FOR Harkless,nan,203090,Maurice Harkless,POR,202329,Al-Farouq Aminu,POR,0,nan,nan,Substitution ,nan
129565,21501037,4,10:19,MISS Matthews 13' Turnaround Fadeaway Shot,nan,nan,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
129566,21501037,4,10:17,nan,Aminu REBOUND (Off:0 Def:2),nan,202329,Al-Farouq Aminu,POR,0,nan,nan,0,nan,nan,Rebound ,Unknown
129567,21501037,4,10:08,nan,Aminu 25' 3PT Jump Shot (9 PTS) (McCollum 8 AST),90 - 92,202329,Al-Farouq Aminu,POR,203468,CJ McCollum,POR,0,nan,nan,Made Shot ,nan
