sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
8419,21500066,4,12:00,nan,nan,73 - 81,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
8420,21500066,4,11:48,nan,MISS Joseph 8' Jump Shot,nan,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8421,21500066,4,11:47,nan,Biyombo REBOUND (Off:2 Def:2),nan,202687,Bismack Biyombo,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8422,21500066,4,11:35,nan,Joseph 2' Driving Layup (6 PTS),75 - 81,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Made Shot ,nan
8423,21500066,4,11:12,Collison 5' Floating Jump Shot (2 PTS) (Augustin 3 AST),nan,75 - 83,2555,Nick Collison,OKC,201571,D.J. Augustin,OKC,0,nan,nan,Made Shot ,nan
8424,21500066,4,10:56,nan,Patterson 25' 3PT Jump Shot (5 PTS) (Joseph 3 AST),78 - 83,202335,Patrick Patterson,TOR,202709,Cory Joseph,TOR,0,nan,nan,Made Shot ,nan
8425,21500066,4,10:37,Waiters Bad Pass Turnover (P1.T17),Joseph STEAL (2 STL),nan,203079,Dion Waiters,OKC,202709,Cory Joseph,TOR,0,nan,nan,Turnover ,Bad Pass
8426,21500066,4,10:35,Collison STEAL (2 STL),Joseph Poss Lost Ball Turnover (P1.T12),nan,202709,Cory Joseph,TOR,2555,Nick Collison,OKC,0,nan,nan,Turnover ,Poss Lost Ball Turnover
8427,21500066,4,10:25,MISS Morrow 25' 3PT Jump Shot,nan,nan,201627,Anthony Morrow,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8428,21500066,4,10:24,Collison REBOUND (Off:2 Def:1),nan,nan,2555,Nick Collison,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8429,21500066,4,10:20,MISS Morrow 6' Floating Jump Shot,nan,nan,201627,Anthony Morrow,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8430,21500066,4,10:19,nan,Ross REBOUND (Off:0 Def:1),nan,203082,Terrence Ross,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8431,21500066,4,10:06,nan,MISS DeRozan 11' Jump Shot,nan,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8432,21500066,4,10:06,Waiters REBOUND (Off:2 Def:3),nan,nan,203079,Dion Waiters,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8433,21500066,4,9:59,Waiters 2' Driving Reverse Layup (5 PTS),nan,78 - 85,203079,Dion Waiters,OKC,0,nan,nan,0,nan,nan,Made Shot ,nan
8434,21500066,4,9:41,nan,Patterson 1' Driving Layup (7 PTS),80 - 85,202335,Patrick Patterson,TOR,0,nan,nan,0,nan,nan,Made Shot ,nan
8435,21500066,4,9:18,MISS Kanter 16' Jump Shot,nan,nan,202683,Enes Kanter,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8436,21500066,4,9:18,nan,Patterson REBOUND (Off:0 Def:1),nan,202335,Patrick Patterson,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8437,21500066,4,9:06,nan,MISS Ross  3PT Jump Shot,nan,203082,Terrence Ross,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8438,21500066,4,9:06,nan,Biyombo REBOUND (Off:3 Def:2),nan,202687,Bismack Biyombo,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8439,21500066,4,8:42,nan,MISS DeRozan 15' Turnaround Fadeaway Shot,nan,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8440,21500066,4,8:42,Kanter REBOUND (Off:1 Def:4),nan,nan,202683,Enes Kanter,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8441,21500066,4,8:30,Waiters 16' Jump Shot (7 PTS) (Kanter 1 AST),nan,80 - 87,203079,Dion Waiters,OKC,202683,Enes Kanter,OKC,0,nan,nan,Made Shot ,nan
8442,21500066,4,8:23,nan,Raptors Timeout: Regular (Reg.4 Short 1),nan,1610612761,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Regular
8443,21500066,4,8:23,SUB: Ibaka FOR Collison,nan,nan,2555,Nick Collison,OKC,201586,Serge Ibaka,OKC,0,nan,nan,Substitution ,nan
8444,21500066,4,8:14,Waiters P.FOUL (P2.T1) (S.Corbin),nan,nan,203079,Dion Waiters,OKC,201942,DeMar DeRozan,TOR,0,nan,nan,Foul ,Personal
8445,21500066,4,8:02,nan,Biyombo 3' Hook Shot (7 PTS) (Patterson 3 AST),82 - 87,202687,Bismack Biyombo,TOR,202335,Patrick Patterson,TOR,0,nan,nan,Made Shot ,nan
8446,21500066,4,7:40,MISS Morrow 25' 3PT Jump Shot,nan,nan,201627,Anthony Morrow,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8447,21500066,4,7:40,nan,Patterson REBOUND (Off:0 Def:2),nan,202335,Patrick Patterson,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8448,21500066,4,7:29,Augustin P.FOUL (P2.T2) (S.Wright),nan,nan,201571,D.J. Augustin,OKC,202709,Cory Joseph,TOR,0,nan,nan,Foul ,Personal
8449,21500066,4,7:29,nan,MISS Joseph Free Throw 1 of 2,nan,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
8450,21500066,4,7:29,nan,Raptors Rebound,nan,1610612761,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Normal Rebound
8451,21500066,4,7:29,SUB: Westbrook FOR Augustin,nan,nan,201571,D.J. Augustin,OKC,201566,Russell Westbrook,OKC,0,nan,nan,Substitution ,nan
8452,21500066,4,7:29,SUB: Durant FOR Morrow,nan,nan,201627,Anthony Morrow,OKC,201142,Kevin Durant,OKC,0,nan,nan,Substitution ,nan
8453,21500066,4,7:29,nan,Joseph Free Throw 2 of 2 (7 PTS),83 - 87,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
8454,21500066,4,7:19,MISS Westbrook 2' Layup,Patterson BLOCK (2 BLK),nan,201566,Russell Westbrook,OKC,0,nan,nan,202335,Patrick Patterson,TOR,Missed Shot ,nan
8455,21500066,4,7:18,Waiters REBOUND (Off:3 Def:3),nan,nan,203079,Dion Waiters,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8456,21500066,4,7:07,MISS Westbrook 2' Layup,nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8457,21500066,4,7:04,nan,Joseph REBOUND (Off:1 Def:2),nan,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8458,21500066,4,6:59,Durant STEAL (2 STL),DeRozan Bad Pass Turnover (P2.T13),nan,201942,DeMar DeRozan,TOR,201142,Kevin Durant,OKC,0,nan,nan,Turnover ,Bad Pass
8459,21500066,4,6:51,MISS Westbrook 2' Layup,nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8460,21500066,4,6:49,Kanter REBOUND (Off:2 Def:4),nan,nan,202683,Enes Kanter,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8461,21500066,4,6:49,MISS Kanter 2' Tip Layup Shot,nan,nan,202683,Enes Kanter,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8462,21500066,4,6:49,nan,Ross REBOUND (Off:0 Def:2),nan,203082,Terrence Ross,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8463,21500066,4,6:37,nan,Biyombo OFF.Foul (P2) (D.Taylor),nan,202687,Bismack Biyombo,TOR,201566,Russell Westbrook,OKC,0,nan,nan,Foul ,Offensive
8464,21500066,4,6:37,nan,Biyombo Foul Turnover (P2.T14),nan,202687,Bismack Biyombo,TOR,0,nan,nan,0,nan,nan,Turnover ,Foul
8465,21500066,4,6:37,nan,Biyombo T.FOUL (P2.T0) (D.Taylor),nan,202687,Bismack Biyombo,TOR,0,nan,nan,0,nan,nan,Foul ,Technical
8466,21500066,4,6:37,Durant Free Throw Technical (23 PTS),nan,83 - 88,201142,Kevin Durant,OKC,0,nan,nan,0,nan,nan,Free Throw ,Free Throw Technical
8467,21500066,4,6:37,SUB: Adams FOR Kanter,nan,nan,202683,Enes Kanter,OKC,203500,Steven Adams,OKC,0,nan,nan,Substitution ,nan
8468,21500066,4,6:37,nan,SUB: Carroll FOR Ross,nan,203082,Terrence Ross,TOR,201960,DeMarre Carroll,TOR,0,nan,nan,Substitution ,nan
8469,21500066,4,6:23,Westbrook 26' 3PT Jump Shot (21 PTS) (Durant 4 AST),nan,83 - 91,201566,Russell Westbrook,OKC,201142,Kevin Durant,OKC,0,nan,nan,Made Shot ,nan
8470,21500066,4,6:06,Westbrook P.FOUL (P3.T3) (D.Taylor),nan,nan,201566,Russell Westbrook,OKC,201960,DeMarre Carroll,TOR,0,nan,nan,Foul ,Personal
8471,21500066,4,5:51,nan,MISS Biyombo 9' Floating Jump Shot,nan,202687,Bismack Biyombo,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8472,21500066,4,5:51,Westbrook REBOUND (Off:0 Def:4),nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8473,21500066,4,5:38,MISS Ibaka 18' Jump Shot,nan,nan,201586,Serge Ibaka,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8474,21500066,4,5:38,nan,Raptors Rebound,nan,1610612761,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
8475,21500066,4,5:38,nan,nan,nan,0,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Official
8476,21500066,4,5:38,nan,SUB: Lowry FOR Biyombo,nan,202687,Bismack Biyombo,TOR,200768,Kyle Lowry,TOR,0,nan,nan,Substitution ,nan
8477,21500066,4,5:38,nan,SUB: Valanciunas FOR Patterson,nan,202335,Patrick Patterson,TOR,202685,Jonas Valanciunas,TOR,0,nan,nan,Substitution ,nan
8478,21500066,4,5:29,nan,DeRozan 1' Driving Reverse Layup (20 PTS),85 - 91,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Made Shot ,nan
8479,21500066,4,5:29,Adams S.FOUL (P3.T4) (D.Taylor),nan,nan,203500,Steven Adams,OKC,201942,DeMar DeRozan,TOR,0,nan,nan,Foul ,Shooting
8480,21500066,4,5:29,nan,MISS DeRozan Free Throw 1 of 1,nan,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 1
8481,21500066,4,5:28,Westbrook REBOUND (Off:0 Def:5),nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Rebound ,Unknown
8482,21500066,4,5:13,Durant 17' Jump Shot (25 PTS) (Westbrook 16 AST),nan,85 - 93,201142,Kevin Durant,OKC,201566,Russell Westbrook,OKC,0,nan,nan,Made Shot ,nan
8483,21500066,4,4:55,nan,MISS DeRozan 5' Running Jump Shot,nan,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8484,21500066,4,4:54,nan,Valanciunas REBOUND (Off:5 Def:3),nan,202685,Jonas Valanciunas,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8485,21500066,4,4:53,nan,MISS Valanciunas 5' Turnaround Hook Shot,nan,202685,Jonas Valanciunas,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8486,21500066,4,4:51,nan,DeRozan REBOUND (Off:1 Def:3),nan,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8487,21500066,4,4:35,nan,Joseph 1' Driving Reverse Layup (9 PTS),87 - 93,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Made Shot ,nan
8488,21500066,4,4:16,MISS Westbrook 24' 3PT Jump Shot,nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8489,21500066,4,4:15,nan,Lowry REBOUND (Off:0 Def:3),nan,200768,Kyle Lowry,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8490,21500066,4,4:05,nan,MISS Lowry 2' Layup,nan,200768,Kyle Lowry,TOR,0,nan,nan,0,nan,nan,Missed Shot ,nan
8491,21500066,4,4:05,THUNDER Rebound,nan,nan,1610612760,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
8492,21500066,4,4:05,nan,Lowry T.FOUL (P3.T0) (D.Taylor),nan,200768,Kyle Lowry,TOR,0,nan,nan,0,nan,nan,Foul ,Technical
8493,21500066,4,4:05,SUB: Roberson FOR Adams,nan,nan,203500,Steven Adams,OKC,203460,Andre Roberson,OKC,0,nan,nan,Substitution ,nan
8494,21500066,4,4:05,Durant Free Throw Technical (26 PTS),nan,87 - 94,201142,Kevin Durant,OKC,0,nan,nan,0,nan,nan,Free Throw ,Free Throw Technical
8495,21500066,4,3:51,Westbrook Lost Ball Turnover (P7.T18),Joseph STEAL (3 STL),nan,201566,Russell Westbrook,OKC,202709,Cory Joseph,TOR,0,nan,nan,Turnover ,Lost Ball
8496,21500066,4,3:36,Ibaka S.FOUL (P4.PN) (D.Taylor),nan,nan,201586,Serge Ibaka,OKC,201942,DeMar DeRozan,TOR,0,nan,nan,Foul ,Shooting
8497,21500066,4,3:36,nan,DeRozan Free Throw 1 of 2 (21 PTS),88 - 94,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
8498,21500066,4,3:36,nan,DeRozan Free Throw 2 of 2 (22 PTS),89 - 94,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
8499,21500066,4,3:26,nan,Valanciunas S.FOUL (P4.T1) (S.Wright),nan,202685,Jonas Valanciunas,TOR,201566,Russell Westbrook,OKC,0,nan,nan,Foul ,Shooting
8500,21500066,4,3:26,Westbrook Free Throw 1 of 2 (22 PTS),nan,89 - 95,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
8501,21500066,4,3:26,MISS Westbrook Free Throw 2 of 2,nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
8502,21500066,4,3:25,nan,Joseph REBOUND (Off:1 Def:3),nan,202709,Cory Joseph,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
8503,21500066,4,3:10,nan,DeRozan 4' Floating Jump Shot (24 PTS),91 - 95,201942,DeMar DeRozan,TOR,0,nan,nan,0,nan,nan,Made Shot ,nan
8504,21500066,4,2:44,MISS Westbrook 27' 3PT Jump Shot,nan,nan,201566,Russell Westbrook,OKC,0,nan,nan,0,nan,nan,Missed Shot ,nan
8505,21500066,4,2:43,nan,Valanciunas REBOUND (Off:5 Def:4),nan,202685,Jonas Valanciunas,TOR,0,nan,nan,0,nan,nan,Rebound ,Unknown
