sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
45769,21500363,4,12:00,nan,nan,58 - 77,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
45770,21500363,4,11:39,MISS Felton 25' 3PT Jump Shot,nan,nan,101109,Raymond Felton,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
45771,21500363,4,11:38,nan,Warren REBOUND (Off:0 Def:1),nan,203933,TJ Warren,PHX,0,nan,nan,0,nan,nan,Rebound ,Unknown
45772,21500363,4,11:26,nan,MISS Teletovic 25' 3PT Jump Shot,nan,203141,Mirza Teletovic,PHX,0,nan,nan,0,nan,nan,Missed Shot ,nan
45773,21500363,4,11:25,Felton REBOUND (Off:0 Def:3),nan,nan,101109,Raymond Felton,DAL,0,nan,nan,0,nan,nan,Rebound ,Unknown
45774,21500363,4,11:12,Harris  3PT Jump Shot (10 PTS) (Felton 3 AST),nan,58 - 80,2734,Devin Harris,DAL,101109,Raymond Felton,DAL,0,nan,nan,Made Shot ,nan
45775,21500363,4,10:55,Harris STEAL (6 STL),Weems Bad Pass Turnover (P1.T15),nan,201603,Sonny Weems,PHX,2734,Devin Harris,DAL,0,nan,nan,Turnover ,Bad Pass
45776,21500363,4,10:47,nan,Weems P.FOUL (P1.T1) (M.Boland),nan,201603,Sonny Weems,PHX,203939,Dwight Powell,DAL,0,nan,nan,Foul ,Personal
45777,21500363,4,10:47,SUB: Matthews FOR Parsons,nan,nan,202718,Chandler Parsons,DAL,202083,Wesley Matthews,DAL,0,nan,nan,Substitution ,nan
45778,21500363,4,10:47,nan,SUB: Goodwin FOR Price,nan,101179,Ronnie Price,PHX,203462,Archie Goodwin,PHX,0,nan,nan,Substitution ,nan
45779,21500363,4,10:47,nan,SUB: Leuer FOR Teletovic,nan,203141,Mirza Teletovic,PHX,202720,Jon Leuer,PHX,0,nan,nan,Substitution ,nan
45780,21500363,4,10:33,MISS Matthews 24' 3PT Jump Shot,nan,nan,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
45781,21500363,4,10:32,nan,Suns Rebound,nan,1610612756,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
45782,21500363,4,10:26,Powell P.FOUL (P2.T1) (M.Boland),nan,nan,203939,Dwight Powell,DAL,202339,Eric Bledsoe,PHX,0,nan,nan,Foul ,Personal
45783,21500363,4,10:15,nan,Goodwin  Driving Layup (2 PTS) (Weems 1 AST),60 - 80,203462,Archie Goodwin,PHX,201603,Sonny Weems,PHX,0,nan,nan,Made Shot ,nan
45784,21500363,4,10:08,nan,Weems S.FOUL (P2.T2) (D.Stafford),nan,201603,Sonny Weems,PHX,200826,J.J. Barea,DAL,0,nan,nan,Foul ,Shooting
45785,21500363,4,10:08,Barea Free Throw 1 of 2 (1 PTS),nan,60 - 81,200826,J.J. Barea,DAL,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
45786,21500363,4,10:08,MISS Barea Free Throw 2 of 2,nan,nan,200826,J.J. Barea,DAL,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
45787,21500363,4,10:07,nan,Goodwin REBOUND (Off:0 Def:1),nan,203462,Archie Goodwin,PHX,0,nan,nan,0,nan,nan,Rebound ,Unknown
45788,21500363,4,10:03,nan,MISS Weems  Running Layup,nan,201603,Sonny Weems,PHX,0,nan,nan,0,nan,nan,Missed Shot ,nan
45789,21500363,4,10:01,Powell REBOUND (Off:0 Def:5),nan,nan,203939,Dwight Powell,DAL,0,nan,nan,0,nan,nan,Rebound ,Unknown
45790,21500363,4,9:38,Matthews 21' Step Back Jump Shot (13 PTS),nan,60 - 83,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Made Shot ,nan
45791,21500363,4,9:30,Powell Shooting Block Foul (P3.T2) (M.Boland),nan,nan,203939,Dwight Powell,DAL,202339,Eric Bledsoe,PHX,0,nan,nan,Foul ,Shooting Block
45792,21500363,4,9:30,nan,Bledsoe Free Throw 1 of 2 (15 PTS),61 - 83,202339,Eric Bledsoe,PHX,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
45793,21500363,4,9:30,nan,Bledsoe Free Throw 2 of 2 (16 PTS),62 - 83,202339,Eric Bledsoe,PHX,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
45794,21500363,4,9:11,MISS Felton 9' Driving Floating Jump Shot,nan,nan,101109,Raymond Felton,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
45795,21500363,4,9:10,nan,Goodwin REBOUND (Off:0 Def:2),nan,203462,Archie Goodwin,PHX,0,nan,nan,0,nan,nan,Rebound ,Unknown
45796,21500363,4,9:08,Felton STEAL (1 STL),Goodwin Lost Ball Turnover (P1.T16),nan,203462,Archie Goodwin,PHX,101109,Raymond Felton,DAL,0,nan,nan,Turnover ,Lost Ball
45797,21500363,4,9:04,MISS Matthews  3PT Jump Shot,nan,nan,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
45798,21500363,4,9:02,nan,Bledsoe REBOUND (Off:0 Def:4),nan,202339,Eric Bledsoe,PHX,0,nan,nan,0,nan,nan,Rebound ,Unknown
45799,21500363,4,8:57,nan,Bledsoe 24' 3PT Jump Shot (19 PTS),65 - 83,202339,Eric Bledsoe,PHX,0,nan,nan,0,nan,nan,Made Shot ,nan
45800,21500363,4,8:38,MISS Matthews 7' Jump Shot,nan,nan,202083,Wesley Matthews,DAL,0,nan,nan,0,nan,nan,Missed Shot ,nan
45801,21500363,4,8:37,nan,Leuer REBOUND (Off:2 Def:4),nan,202720,Jon Leuer,PHX,0,nan,nan,0,nan,nan,Rebound ,Unknown
45802,21500363,4,8:32,nan,Goodwin  Running Alley Oop Dunk Shot (4 PTS) (Bledsoe 4 AST),67 - 83,203462,Archie Goodwin,PHX,202339,Eric Bledsoe,PHX,0,nan,nan,Made Shot ,nan
45803,21500363,4,8:32,MAVERICKS Timeout: Regular (Full 4 Short 1),nan,nan,1610612742,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Regular
45804,21500363,4,8:32,SUB: Parsons FOR Matthews,nan,nan,202083,Wesley Matthews,DAL,202718,Chandler Parsons,DAL,0,nan,nan,Substitution ,nan
45805,21500363,4,8:32,SUB: Nowitzki FOR Powell,nan,nan,203939,Dwight Powell,DAL,1717,Dirk Nowitzki,DAL,0,nan,nan,Substitution ,nan
45806,21500363,4,8:19,nan,Goodwin P.FOUL (P1.T3) (M.Boland),nan,203462,Archie Goodwin,PHX,1717,Dirk Nowitzki,DAL,0,nan,nan,Foul ,Personal
