sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
2191,21500018,4,12:00,nan,nan,73 - 75,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
2192,21500018,4,11:45,nan,Wright  Alley Oop Dunk (6 PTS) (Green 3 AST),75 - 75,201148,Brandan Wright,MEM,201145,Jeff Green,MEM,0,nan,nan,Made Shot ,nan
2193,21500018,4,11:31,MISS Ellis  Driving Layup,Wright BLOCK (1 BLK),nan,101145,Monta Ellis,IND,0,nan,nan,201148,Brandan Wright,MEM,Missed Shot ,nan
2194,21500018,4,11:30,nan,Barnes REBOUND (Off:0 Def:3),nan,2440,Matt Barnes,MEM,0,nan,nan,0,nan,nan,Rebound ,Unknown
2195,21500018,4,11:22,Miles S.FOUL (P3.T1) (J.Tiven),nan,nan,101139,CJ Miles,IND,203210,JaMychal Green,MEM,0,nan,nan,Foul ,Shooting
2196,21500018,4,11:22,nan,Green Free Throw 1 of 2 (2 PTS),76 - 75,203210,JaMychal Green,MEM,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
2197,21500018,4,11:22,nan,Green Free Throw 2 of 2 (3 PTS),77 - 75,203210,JaMychal Green,MEM,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
2198,21500018,4,11:11,nan,Barnes P.FOUL (P1.T1) (B.Taylor),nan,2440,Matt Barnes,MEM,1626167,Myles Turner,IND,0,nan,nan,Foul ,Personal
2199,21500018,4,11:02,Miles 26' 3PT Jump Shot (18 PTS) (Ellis 2 AST),nan,77 - 78,101139,CJ Miles,IND,101145,Monta Ellis,IND,0,nan,nan,Made Shot ,nan
2200,21500018,4,10:46,nan,Barnes 24' 3PT Jump Shot (10 PTS) (Udrih 6 AST),80 - 78,2440,Matt Barnes,MEM,2757,Beno Udrih,MEM,0,nan,nan,Made Shot ,nan
2201,21500018,4,10:26,Ellis 16' Pullup Jump Shot (4 PTS),nan,80 - 80,101145,Monta Ellis,IND,0,nan,nan,0,nan,nan,Made Shot ,nan
2202,21500018,4,10:26,nan,Udrih S.FOUL (P1.T2) (B.Taylor),nan,2757,Beno Udrih,MEM,101145,Monta Ellis,IND,0,nan,nan,Foul ,Shooting
2203,21500018,4,10:26,Ellis Free Throw 1 of 1 (5 PTS),nan,80 - 81,101145,Monta Ellis,IND,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 1
2204,21500018,4,10:14,nan,Green 2' Driving Finger Roll Layup (4 PTS),82 - 81,201145,Jeff Green,MEM,0,nan,nan,0,nan,nan,Made Shot ,nan
2205,21500018,4,10:08,Miles Lost Ball Turnover (P2.T18),Udrih STEAL (1 STL),nan,101139,CJ Miles,IND,2757,Beno Udrih,MEM,0,nan,nan,Turnover ,Lost Ball
