sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
157265,21600034,4,12:00,nan,nan,77 - 85,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
157266,21600034,4,11:49,Koufos OFF.Foul (P3) (L.Holtkamp),nan,nan,201585,Kosta Koufos,SAC,1627739,Kris Dunn,MIN,0,nan,nan,Foul ,Offensive
157267,21600034,4,11:49,Koufos Foul Turnover (P1.T8),nan,nan,201585,Kosta Koufos,SAC,0,nan,nan,0,nan,nan,Turnover ,Foul
157268,21600034,4,11:37,nan,MISS Dieng 19' Jump Shot,nan,203476,Gorgui Dieng,MIN,0,nan,nan,0,nan,nan,Missed Shot ,nan
157269,21600034,4,11:37,Casspi REBOUND (Off:0 Def:2),nan,nan,201956,Omri Casspi,SAC,0,nan,nan,0,nan,nan,Rebound ,Unknown
157270,21600034,4,11:18,MISS McLemore 7' Running Jump Shot,nan,nan,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157271,21600034,4,11:17,nan,Bjelica REBOUND (Off:0 Def:2),nan,202357,Nemanja Bjelica,MIN,0,nan,nan,0,nan,nan,Rebound ,Unknown
157272,21600034,4,11:11,nan,Bjelica Offensive Goaltending Turnover (P2.T13),nan,202357,Nemanja Bjelica,MIN,0,nan,nan,0,nan,nan,Turnover ,Offensive Goaltending
157273,21600034,4,11:05,nan,Bjelica P.FOUL (P3.T1) (R.Garretson),nan,202357,Nemanja Bjelica,MIN,201229,Anthony Tolliver,SAC,0,nan,nan,Foul ,Personal
157274,21600034,4,11:05,nan,SUB: Towns FOR Bjelica,nan,202357,Nemanja Bjelica,MIN,1626157,Karl-Anthony Towns,MIN,0,nan,nan,Substitution ,nan
157275,21600034,4,10:57,Lawson 7' Jump Shot (5 PTS),nan,77 - 87,201951,Ty Lawson,SAC,0,nan,nan,0,nan,nan,Made Shot ,nan
157276,21600034,4,10:45,nan,Towns 3' Jump Bank Shot (11 PTS) (Dunn 4 AST),79 - 87,1626157,Karl-Anthony Towns,MIN,1627739,Kris Dunn,MIN,0,nan,nan,Made Shot ,nan
157277,21600034,4,10:31,MISS Lawson 8' Step Back Jump Shot,nan,nan,201951,Ty Lawson,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157278,21600034,4,10:30,nan,Dieng REBOUND (Off:2 Def:9),nan,203476,Gorgui Dieng,MIN,0,nan,nan,0,nan,nan,Rebound ,Unknown
157279,21600034,4,10:24,nan,Muhammad 3' Driving Layup (9 PTS),81 - 87,203498,Shabazz Muhammad,MIN,0,nan,nan,0,nan,nan,Made Shot ,nan
157280,21600034,4,10:04,MISS Koufos 7' Turnaround Hook Shot,nan,nan,201585,Kosta Koufos,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157281,21600034,4,10:04,nan,Towns REBOUND (Off:0 Def:3),nan,1626157,Karl-Anthony Towns,MIN,0,nan,nan,0,nan,nan,Rebound ,Unknown
157282,21600034,4,9:53,nan,MISS Towns 25' 3PT Jump Shot,nan,1626157,Karl-Anthony Towns,MIN,0,nan,nan,0,nan,nan,Missed Shot ,nan
157283,21600034,4,9:53,Casspi REBOUND (Off:0 Def:3),nan,nan,201956,Omri Casspi,SAC,0,nan,nan,0,nan,nan,Rebound ,Unknown
157284,21600034,4,9:44,MISS Casspi 26' 3PT Jump Shot,nan,nan,201956,Omri Casspi,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157285,21600034,4,9:43,KINGS Rebound,nan,nan,1610612758,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
157286,21600034,4,9:43,nan,SUB: Rubio FOR Dunn,nan,1627739,Kris Dunn,MIN,201937,Ricky Rubio,MIN,0,nan,nan,Substitution ,nan
157287,21600034,4,9:29,MISS McLemore 20' Jump Shot,nan,nan,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157288,21600034,4,9:29,KINGS Rebound,nan,nan,1610612758,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
157289,21600034,4,9:25,McLemore 11' Turnaround Fadeaway (6 PTS),nan,81 - 89,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Made Shot ,nan
157290,21600034,4,9:25,nan,LaVine S.FOUL (P2.T2) (L.Holtkamp),nan,203897,Zach LaVine,MIN,203463,Ben McLemore,SAC,0,nan,nan,Foul ,Shooting
157291,21600034,4,9:25,McLemore Free Throw 1 of 1 (7 PTS),nan,81 - 90,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 1
157292,21600034,4,9:00,nan,MISS LaVine 26' 3PT Jump Shot,nan,203897,Zach LaVine,MIN,0,nan,nan,0,nan,nan,Missed Shot ,nan
157293,21600034,4,8:59,Tolliver REBOUND (Off:0 Def:1),nan,nan,201229,Anthony Tolliver,SAC,0,nan,nan,0,nan,nan,Rebound ,Unknown
157294,21600034,4,8:52,MISS Lawson 3' Driving Layup,Towns BLOCK (1 BLK),nan,201951,Ty Lawson,SAC,0,nan,nan,1626157,Karl-Anthony Towns,MIN,Missed Shot ,nan
157295,21600034,4,8:52,KINGS Rebound,nan,nan,1610612758,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
157296,21600034,4,8:52,nan,nan,nan,0,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Official
157297,21600034,4,8:40,McLemore Traveling Turnover (P1.T9),nan,nan,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Turnover ,Traveling
157298,21600034,4,8:25,nan,LaVine 21' Pullup Jump Shot (17 PTS) (Towns 3 AST),83 - 90,203897,Zach LaVine,MIN,1626157,Karl-Anthony Towns,MIN,0,nan,nan,Made Shot ,nan
157299,21600034,4,8:09,Koufos Out of Bounds - Bad Pass Turnover Turnover (P2.T10),nan,nan,201585,Kosta Koufos,SAC,0,nan,nan,0,nan,nan,Turnover ,Out-of-Bounds Bad Pass Turnover
157300,21600034,4,7:44,nan,Towns 2' Layup (13 PTS) (LaVine 2 AST),85 - 90,1626157,Karl-Anthony Towns,MIN,203897,Zach LaVine,MIN,0,nan,nan,Made Shot ,nan
157301,21600034,4,7:31,McLemore 24' 3PT Jump Shot (10 PTS) (Lawson 4 AST),nan,85 - 93,203463,Ben McLemore,SAC,201951,Ty Lawson,SAC,0,nan,nan,Made Shot ,nan
157302,21600034,4,7:22,Casspi P.FOUL (P1.T1) (L.Holtkamp),nan,nan,201956,Omri Casspi,SAC,203498,Shabazz Muhammad,MIN,0,nan,nan,Foul ,Personal
157303,21600034,4,7:11,nan,Dieng 17' Jump Shot (12 PTS) (Towns 4 AST),87 - 93,203476,Gorgui Dieng,MIN,1626157,Karl-Anthony Towns,MIN,0,nan,nan,Made Shot ,nan
157304,21600034,4,6:51,MISS McLemore 25' 3PT Jump Shot,nan,nan,203463,Ben McLemore,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157305,21600034,4,6:51,Tolliver REBOUND (Off:1 Def:1),nan,nan,201229,Anthony Tolliver,SAC,0,nan,nan,0,nan,nan,Rebound ,Unknown
157306,21600034,4,6:46,McLemore 24' 3PT Jump Shot (13 PTS) (Tolliver 2 AST),nan,87 - 96,203463,Ben McLemore,SAC,201229,Anthony Tolliver,SAC,0,nan,nan,Made Shot ,nan
157307,21600034,4,6:28,Tolliver S.FOUL (P1.T2) (T.Brothers),nan,nan,201229,Anthony Tolliver,SAC,203897,Zach LaVine,MIN,0,nan,nan,Foul ,Shooting
157308,21600034,4,6:28,nan,LaVine Free Throw 1 of 2 (18 PTS),88 - 96,203897,Zach LaVine,MIN,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 1 of 2
157309,21600034,4,6:28,SUB: Cousins FOR Koufos,nan,nan,201585,Kosta Koufos,SAC,202326,DeMarcus Cousins,SAC,0,nan,nan,Substitution ,nan
157310,21600034,4,6:28,nan,SUB: Dunn FOR Muhammad,nan,203498,Shabazz Muhammad,MIN,1627739,Kris Dunn,MIN,0,nan,nan,Substitution ,nan
157311,21600034,4,6:28,SUB: Barnes FOR Tolliver,nan,nan,201229,Anthony Tolliver,SAC,2440,Matt Barnes,SAC,0,nan,nan,Substitution ,nan
157312,21600034,4,6:28,SUB: Gay FOR Casspi,nan,nan,201956,Omri Casspi,SAC,200752,Rudy Gay,SAC,0,nan,nan,Substitution ,nan
157313,21600034,4,6:28,nan,SUB: Wiggins FOR Rubio,nan,201937,Ricky Rubio,MIN,203952,Andrew Wiggins,MIN,0,nan,nan,Substitution ,nan
157314,21600034,4,6:28,nan,LaVine Free Throw 2 of 2 (19 PTS),89 - 96,203897,Zach LaVine,MIN,0,nan,nan,0,nan,nan,Free Throw ,Free Throw 2 of 2
157315,21600034,4,6:05,MISS Barnes 13' Jump Shot,nan,nan,2440,Matt Barnes,SAC,0,nan,nan,0,nan,nan,Missed Shot ,nan
157316,21600034,4,6:05,nan,Timberwolves Rebound,nan,1610612750,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
157317,21600034,4,6:05,Cousins L.B.FOUL (P4.T3) (T.Brothers),nan,nan,202326,DeMarcus Cousins,SAC,203476,Gorgui Dieng,MIN,0,nan,nan,Foul ,Loose Ball
157318,21600034,4,5:49,nan,LaVine 4' Driving Layup (21 PTS),91 - 96,203897,Zach LaVine,MIN,0,nan,nan,0,nan,nan,Made Shot ,nan
157319,21600034,4,5:49,KINGS Timeout: Regular (Full 4 Short 1),nan,nan,1610612758,nan,nan,0,nan,nan,0,nan,nan,Timeout ,Regular
