sequence_id,game_id,period,play_clock,home_description,away_description,score,player1_id,player1_name,player1_team,player2_id,player2_name,player2_team,player3_id,player3_name,player3_team,event_type,event_description
128626,21501029,4,12:00,nan,nan,83 - 82,0,nan,nan,0,nan,nan,0,nan,nan,Start Period ,nan
128627,21501029,4,11:48,nan,MISS Terry 19' Pullup Jump Shot,nan,1891,Jason Terry,HOU,0,nan,nan,0,nan,nan,Missed Shot ,nan
128628,21501029,4,11:46,HAWKS Rebound,nan,nan,1610612737,nan,nan,0,nan,nan,0,nan,nan,Rebound ,Unknown
128629,21501029,4,11:38,Schroder Bad Pass Turnover (P5.T14),Terry STEAL (1 STL),nan,203471,Dennis Schroder,ATL,1891,Jason Terry,HOU,0,nan,nan,Turnover ,Bad Pass
128630,21501029,4,11:31,nan,Beasley 2' Running Finger Roll Layup (20 PTS) (Beverley 5 AST),85 - 82,201563,Michael Beasley,HOU,201976,Patrick Beverley,HOU,0,nan,nan,Made Shot ,nan
128631,21501029,4,11:18,nan,Howard P.FOUL (P2.T1) (M.Kogut),nan,2730,Dwight Howard,HOU,203471,Dennis Schroder,ATL,0,nan,nan,Foul ,Personal
128632,21501029,4,11:05,MISS Horford 25' 3PT Jump Shot,nan,nan,201143,Al Horford,ATL,0,nan,nan,0,nan,nan,Missed Shot ,nan
128633,21501029,4,11:03,nan,Howard REBOUND (Off:1 Def:11),nan,2730,Dwight Howard,HOU,0,nan,nan,0,nan,nan,Rebound ,Unknown
128634,21501029,4,10:43,nan,MISS Terry 24' 3PT Jump Shot,nan,1891,Jason Terry,HOU,0,nan,nan,0,nan,nan,Missed Shot ,nan
128635,21501029,4,10:41,Scott REBOUND (Off:1 Def:1),nan,nan,203118,Mike Scott,ATL,0,nan,nan,0,nan,nan,Rebound ,Unknown
128636,21501029,4,10:33,Schroder Lost Ball Turnover (P6.T15),Howard STEAL (4 STL),nan,203471,Dennis Schroder,ATL,2730,Dwight Howard,HOU,0,nan,nan,Turnover ,Lost Ball
